# TIA-102.BABA-A imbe_bit_prioritization.csv — Full-Rate Bit Prioritization Map (L-dependent scan)
# Source: BABA-A PDF, pages 33–35 (Section 7.1), combined with Annex F (B_m for b̂₃..b̂₇)
#         and Annex G (B_m for b̂₈..b̂_{L+1}). Figure 22 scan algorithm expanded to explicit
#         (src_param, src_bit) → (dst_vec, dst_bit) mapping for every L in [9, 56].
# Invariants verified for every L:
#   - Bit budget 8 + K + 6 + (73-K) + 1 = 88 (PASS)
#   - src coverage: every allocated (b̂_l, bit) appears exactly once (PASS)
#   - dst coverage: û_0..û_7 bits 0..(width-1) each appear exactly once (PASS)
# Parameter widths: b̂₀=8 (pitch), b̂₁=K (V/UV, see Eq. 48), b̂₂=6 (gain),
#                    b̂_l for l=3..7 from Annex F, b̂_l for l=8..L+1 from Annex G,
#                    b̂_{L+2} has 1 transmitted bit (LSB only, always in û₇[0]).
# Total rows = 48 L values × 88 info bits = 4224.
L,src_param,src_bit,dst_vec,dst_bit
36,28,0,6,4
36,29,0,6,3
36,30,0,6,2
36,31,0,6,1
36,33,0,6,0
36,34,0,7,6
36,35,0,7,5
36,36,0,7,4
36,2,0,7,3
36,0,1,7,2
36,0,0,7,1
36,38,0,7,0
37,0,7,0,11
37,0,6,0,10
37,0,5,0,9
37,0,4,0,8
37,0,3,0,7
37,0,2,0,6
37,2,5,0,5
37,2,4,0,4
37,2,3,0,3
37,3,3,0,2
37,3,2,0,1
37,4,2,0,0
37,5,2,1,11
37,6,2,1,10
37,8,2,1,9
37,13,2,1,8
37,18,2,1,7
37,3,1,1,6
37,4,1,1,5
37,5,1,1,4
37,6,1,1,3
37,7,1,1,2
37,8,1,1,1
37,9,1,1,0
37,10,1,2,11
37,11,1,2,10
37,13,1,2,9
37,14,1,2,8
37,15,1,2,7
37,16,1,2,6
37,17,1,2,5
37,18,1,2,4
37,19,1,2,3
37,23,1,2,2
37,28,1,2,1
37,33,1,2,0
37,3,0,3,11
37,4,0,3,10
37,5,0,3,9
37,6,0,3,8
37,7,0,3,7
37,8,0,3,6
37,9,0,3,5
37,10,0,3,4
37,11,0,3,3
37,12,0,3,2
37,13,0,3,1
37,14,0,3,0
37,1,11,4,10
37,1,10,4,9
37,1,9,4,8
37,1,8,4,7
37,1,7,4,6
37,1,6,4,5
37,1,5,4,4
37,1,4,4,3
37,1,3,4,2
37,1,2,4,1
37,1,1,4,0
37,1,0,5,10
37,2,2,5,9
37,2,1,5,8
37,15,0,5,7
37,16,0,5,6
37,17,0,5,5
37,18,0,5,4
37,19,0,5,3
37,20,0,5,2
37,21,0,5,1
37,22,0,5,0
37,23,0,6,10
37,24,0,6,9
37,25,0,6,8
37,26,0,6,7
37,27,0,6,6
37,28,0,6,5
37,29,0,6,4
37,30,0,6,3
37,31,0,6,2
37,33,0,6,1
37,34,0,6,0
37,35,0,7,6
37,36,0,7,5
37,37,0,7,4
37,2,0,7,3
37,0,1,7,2
37,0,0,7,1
37,39,0,7,0
38,0,7,0,11
38,0,6,0,10
38,0,5,0,9
38,0,4,0,8
38,0,3,0,7
38,0,2,0,6
38,2,5,0,5
38,2,4,0,4
38,2,3,0,3
38,3,3,0,2
38,3,2,0,1
38,4,2,0,0
38,5,2,1,11
38,6,2,1,10
38,8,2,1,9
38,13,2,1,8
38,18,2,1,7
38,3,1,1,6
38,4,1,1,5
38,5,1,1,4
38,6,1,1,3
38,7,1,1,2
38,8,1,1,1
38,9,1,1,0
38,10,1,2,11
38,11,1,2,10
38,13,1,2,9
38,14,1,2,8
38,15,1,2,7
38,16,1,2,6
38,18,1,2,5
38,19,1,2,4
38,23,1,2,3
38,28,1,2,2
38,34,1,2,1
38,3,0,2,0
38,4,0,3,11
38,5,0,3,10
38,6,0,3,9
38,7,0,3,8
38,8,0,3,7
38,9,0,3,6
38,10,0,3,5
38,11,0,3,4
38,12,0,3,3
38,13,0,3,2
38,14,0,3,1
38,15,0,3,0
38,1,11,4,10
38,1,10,4,9
38,1,9,4,8
38,1,8,4,7
38,1,7,4,6
38,1,6,4,5
38,1,5,4,4
38,1,4,4,3
38,1,3,4,2
38,1,2,4,1
38,1,1,4,0
38,1,0,5,10
38,2,2,5,9
38,2,1,5,8
38,16,0,5,7
38,17,0,5,6
38,18,0,5,5
38,19,0,5,4
38,20,0,5,3
38,21,0,5,2
38,22,0,5,1
38,23,0,5,0
38,24,0,6,10
38,25,0,6,9
38,26,0,6,8
38,27,0,6,7
38,28,0,6,6
38,29,0,6,5
38,30,0,6,4
38,31,0,6,3
38,32,0,6,2
38,34,0,6,1
38,35,0,6,0
38,36,0,7,6
38,37,0,7,5
38,38,0,7,4
38,2,0,7,3
38,0,1,7,2
38,0,0,7,1
38,40,0,7,0
39,0,7,0,11
39,0,6,0,10
39,0,5,0,9
39,0,4,0,8
39,0,3,0,7
39,0,2,0,6
39,2,5,0,5
39,2,4,0,4
39,2,3,0,3
39,3,3,0,2
39,3,2,0,1
39,4,2,0,0
39,5,2,1,11
39,6,2,1,10
39,8,2,1,9
39,13,2,1,8
39,18,2,1,7
39,3,1,1,6
39,4,1,1,5
39,5,1,1,4
39,6,1,1,3
39,7,1,1,2
39,8,1,1,1
39,9,1,1,0
39,10,1,2,11
39,11,1,2,10
39,13,1,2,9
39,14,1,2,8
39,15,1,2,7
39,16,1,2,6
39,18,1,2,5
39,19,1,2,4
39,23,1,2,3
39,24,1,2,2
39,29,1,2,1
39,35,1,2,0
39,3,0,3,11
39,4,0,3,10
39,5,0,3,9
39,6,0,3,8
39,7,0,3,7
39,8,0,3,6
39,9,0,3,5
39,10,0,3,4
39,11,0,3,3
39,12,0,3,2
39,13,0,3,1
39,14,0,3,0
39,1,11,4,10
39,1,10,4,9
39,1,9,4,8
39,1,8,4,7
39,1,7,4,6
39,1,6,4,5
39,1,5,4,4
39,1,4,4,3
39,1,3,4,2
39,1,2,4,1
39,1,1,4,0
39,1,0,5,10
39,2,2,5,9
39,2,1,5,8
39,15,0,5,7
39,16,0,5,6
39,17,0,5,5
39,18,0,5,4
39,19,0,5,3
39,20,0,5,2
39,21,0,5,1
39,22,0,5,0
39,23,0,6,10
39,24,0,6,9
39,25,0,6,8
39,26,0,6,7
39,27,0,6,6
39,29,0,6,5
39,30,0,6,4
39,31,0,6,3
39,32,0,6,2
39,33,0,6,1
39,35,0,6,0
39,36,0,7,6
39,37,0,7,5
39,38,0,7,4
39,2,0,7,3
39,0,1,7,2
39,0,0,7,1
39,41,0,7,0
40,0,7,0,11
40,0,6,0,10
40,0,5,0,9
40,0,4,0,8
40,0,3,0,7
40,0,2,0,6
40,2,5,0,5
40,2,4,0,4
40,2,3,0,3
40,3,3,0,2
40,3,2,0,1
40,4,2,0,0
40,5,2,1,11
40,6,2,1,10
40,8,2,1,9
40,13,2,1,8
40,18,2,1,7
40,3,1,1,6
40,4,1,1,5
40,5,1,1,4
40,6,1,1,3
40,7,1,1,2
40,8,1,1,1
40,9,1,1,0
40,10,1,2,11
40,11,1,2,10
40,13,1,2,9
40,14,1,2,8
40,15,1,2,7
40,18,1,2,6
40,19,1,2,5
40,24,1,2,4
40,25,1,2,3
40,30,1,2,2
40,36,1,2,1
40,3,0,2,0
40,4,0,3,11
40,5,0,3,10
40,6,0,3,9
40,7,0,3,8
40,8,0,3,7
40,9,0,3,6
40,10,0,3,5
40,11,0,3,4
40,12,0,3,3
40,13,0,3,2
40,14,0,3,1
40,15,0,3,0
40,1,11,4,10
40,1,10,4,9
40,1,9,4,8
40,1,8,4,7
40,1,7,4,6
40,1,6,4,5
40,1,5,4,4
40,1,4,4,3
40,1,3,4,2
40,1,2,4,1
40,1,1,4,0
40,1,0,5,10
40,2,2,5,9
40,2,1,5,8
40,16,0,5,7
40,17,0,5,6
40,18,0,5,5
40,19,0,5,4
40,20,0,5,3
40,21,0,5,2
40,22,0,5,1
40,23,0,5,0
40,24,0,6,10
40,25,0,6,9
40,26,0,6,8
40,27,0,6,7
40,28,0,6,6
40,30,0,6,5
40,31,0,6,4
40,32,0,6,3
40,33,0,6,2
40,34,0,6,1
40,36,0,6,0
40,37,0,7,6
40,38,0,7,5
40,39,0,7,4
40,2,0,7,3
40,0,1,7,2
40,0,0,7,1
40,42,0,7,0
41,0,7,0,11
41,0,6,0,10
41,0,5,0,9
41,0,4,0,8
41,0,3,0,7
41,0,2,0,6
41,2,5,0,5
41,2,4,0,4
41,2,3,0,3
41,3,3,0,2
41,3,2,0,1
41,4,2,0,0
41,5,2,1,11
41,8,2,1,10
41,13,2,1,9
41,19,2,1,8
41,3,1,1,7
41,4,1,1,6
41,5,1,1,5
41,6,1,1,4
41,7,1,1,3
41,8,1,1,2
41,9,1,1,1
41,10,1,1,0
41,13,1,2,11
41,14,1,2,10
41,15,1,2,9
41,16,1,2,8
41,19,1,2,7
41,20,1,2,6
41,25,1,2,5
41,26,1,2,4
41,31,1,2,3
41,37,1,2,2
41,3,0,2,1
41,4,0,2,0
41,5,0,3,11
41,6,0,3,10
41,7,0,3,9
41,8,0,3,8
41,9,0,3,7
41,10,0,3,6
41,11,0,3,5
41,12,0,3,4
41,13,0,3,3
41,14,0,3,2
41,15,0,3,1
41,16,0,3,0
41,1,11,4,10
41,1,10,4,9
41,1,9,4,8
41,1,8,4,7
41,1,7,4,6
41,1,6,4,5
41,1,5,4,4
41,1,4,4,3
41,1,3,4,2
41,1,2,4,1
41,1,1,4,0
41,1,0,5,10
41,2,2,5,9
41,2,1,5,8
41,17,0,5,7
41,18,0,5,6
41,19,0,5,5
41,20,0,5,4
41,21,0,5,3
41,22,0,5,2
41,23,0,5,1
41,24,0,5,0
41,25,0,6,10
41,26,0,6,9
41,27,0,6,8
41,28,0,6,7
41,29,0,6,6
41,31,0,6,5
41,32,0,6,4
41,33,0,6,3
41,34,0,6,2
41,35,0,6,1
41,37,0,6,0
41,38,0,7,6
41,39,0,7,5
41,40,0,7,4
41,2,0,7,3
41,0,1,7,2
41,0,0,7,1
41,43,0,7,0
42,0,7,0,11
42,0,6,0,10
42,0,5,0,9
42,0,4,0,8
42,0,3,0,7
42,0,2,0,6
42,2,5,0,5
42,2,4,0,4
42,2,3,0,3
42,3,3,0,2
42,3,2,0,1
42,4,2,0,0
42,5,2,1,11
42,8,2,1,10
42,14,2,1,9
42,3,1,1,8
42,4,1,1,7
42,5,1,1,6
42,6,1,1,5
42,7,1,1,4
42,8,1,1,3
42,9,1,1,2
42,10,1,1,1
42,11,1,1,0
42,14,1,2,11
42,15,1,2,10
42,16,1,2,9
42,17,1,2,8
42,20,1,2,7
42,21,1,2,6
42,26,1,2,5
42,27,1,2,4
42,32,1,2,3
42,38,1,2,2
42,3,0,2,1
42,4,0,2,0
42,5,0,3,11
42,6,0,3,10
42,7,0,3,9
42,8,0,3,8
42,9,0,3,7
42,10,0,3,6
42,11,0,3,5
42,12,0,3,4
42,13,0,3,3
42,14,0,3,2
42,15,0,3,1
42,16,0,3,0
42,1,11,4,10
42,1,10,4,9
42,1,9,4,8
42,1,8,4,7
42,1,7,4,6
42,1,6,4,5
42,1,5,4,4
42,1,4,4,3
42,1,3,4,2
42,1,2,4,1
42,1,1,4,0
42,1,0,5,10
42,2,2,5,9
42,2,1,5,8
42,17,0,5,7
42,18,0,5,6
42,19,0,5,5
42,20,0,5,4
42,21,0,5,3
42,22,0,5,2
42,23,0,5,1
42,24,0,5,0
42,25,0,6,10
42,26,0,6,9
42,27,0,6,8
42,28,0,6,7
42,29,0,6,6
42,30,0,6,5
42,32,0,6,4
42,33,0,6,3
42,34,0,6,2
42,35,0,6,1
42,38,0,6,0
42,39,0,7,6
42,40,0,7,5
42,41,0,7,4
42,2,0,7,3
42,0,1,7,2
42,0,0,7,1
42,44,0,7,0
43,0,7,0,11
43,0,6,0,10
43,0,5,0,9
43,0,4,0,8
43,0,3,0,7
43,0,2,0,6
43,2,5,0,5
43,2,4,0,4
43,2,3,0,3
43,3,3,0,2
43,3,2,0,1
43,4,2,0,0
43,5,2,1,11
43,8,2,1,10
43,14,2,1,9
43,3,1,1,8
43,4,1,1,7
43,5,1,1,6
43,6,1,1,5
43,7,1,1,4
43,8,1,1,3
43,9,1,1,2
43,10,1,1,1
43,11,1,1,0
43,14,1,2,11
43,15,1,2,10
43,16,1,2,9
43,17,1,2,8
43,20,1,2,7
43,21,1,2,6
43,26,1,2,5
43,32,1,2,4
43,38,1,2,3
43,3,0,2,2
43,4,0,2,1
43,5,0,2,0
43,6,0,3,11
43,7,0,3,10
43,8,0,3,9
43,9,0,3,8
43,10,0,3,7
43,11,0,3,6
43,12,0,3,5
43,13,0,3,4
43,14,0,3,3
43,15,0,3,2
43,16,0,3,1
43,17,0,3,0
43,1,11,4,10
43,1,10,4,9
43,1,9,4,8
43,1,8,4,7
43,1,7,4,6
43,1,6,4,5
43,1,5,4,4
43,1,4,4,3
43,1,3,4,2
43,1,2,4,1
43,1,1,4,0
43,1,0,5,10
43,2,2,5,9
43,2,1,5,8
43,18,0,5,7
43,19,0,5,6
43,20,0,5,5
43,21,0,5,4
43,22,0,5,3
43,23,0,5,2
43,24,0,5,1
43,25,0,5,0
43,26,0,6,10
43,27,0,6,9
43,28,0,6,8
43,29,0,6,7
43,30,0,6,6
43,32,0,6,5
43,33,0,6,4
43,34,0,6,3
43,35,0,6,2
43,38,0,6,1
43,39,0,6,0
43,40,0,7,6
43,41,0,7,5
43,42,0,7,4
43,2,0,7,3
43,0,1,7,2
43,0,0,7,1
43,45,0,7,0
44,0,7,0,11
44,0,6,0,10
44,0,5,0,9
44,0,4,0,8
44,0,3,0,7
44,0,2,0,6
44,2,5,0,5
44,2,4,0,4
44,2,3,0,3
44,3,3,0,2
44,3,2,0,1
44,4,2,0,0
44,5,2,1,11
44,8,2,1,10
44,14,2,1,9
44,3,1,1,8
44,4,1,1,7
44,5,1,1,6
44,6,1,1,5
44,7,1,1,4
44,8,1,1,3
44,9,1,1,2
44,10,1,1,1
44,14,1,1,0
44,15,1,2,11
44,16,1,2,10
44,17,1,2,9
44,20,1,2,8
44,21,1,2,7
44,26,1,2,6
44,32,1,2,5
44,39,1,2,4
44,3,0,2,3
44,4,0,2,2
44,5,0,2,1
44,6,0,2,0
44,7,0,3,11
44,8,0,3,10
44,9,0,3,9
44,10,0,3,8
44,11,0,3,7
44,12,0,3,6
44,13,0,3,5
44,14,0,3,4
44,15,0,3,3
44,16,0,3,2
44,17,0,3,1
44,18,0,3,0
44,1,11,4,10
44,1,10,4,9
44,1,9,4,8
44,1,8,4,7
44,1,7,4,6
44,1,6,4,5
44,1,5,4,4
44,1,4,4,3
44,1,3,4,2
44,1,2,4,1
44,1,1,4,0
44,1,0,5,10
44,2,2,5,9
44,2,1,5,8
44,19,0,5,7
44,20,0,5,6
44,21,0,5,5
44,22,0,5,4
44,23,0,5,3
44,24,0,5,2
44,25,0,5,1
44,26,0,5,0
44,27,0,6,10
44,28,0,6,9
44,29,0,6,8
44,30,0,6,7
44,32,0,6,6
44,33,0,6,5
44,34,0,6,4
44,35,0,6,3
44,36,0,6,2
44,39,0,6,1
44,40,0,6,0
44,41,0,7,6
44,42,0,7,5
44,43,0,7,4
44,2,0,7,3
44,0,1,7,2
44,0,0,7,1
44,46,0,7,0
45,0,7,0,11
45,0,6,0,10
45,0,5,0,9
45,0,4,0,8
45,0,3,0,7
45,0,2,0,6
45,2,5,0,5
45,2,4,0,4
45,2,3,0,3
45,3,3,0,2
45,3,2,0,1
45,4,2,0,0
45,5,2,1,11
45,8,2,1,10
45,14,2,1,9
45,3,1,1,8
45,4,1,1,7
45,5,1,1,6
45,6,1,1,5
45,7,1,1,4
45,8,1,1,3
45,9,1,1,2
45,10,1,1,1
45,14,1,1,0
45,15,1,2,11
45,16,1,2,10
45,20,1,2,9
45,21,1,2,8
45,26,1,2,7
45,27,1,2,6
45,33,1,2,5
45,40,1,2,4
45,3,0,2,3
45,4,0,2,2
45,5,0,2,1
45,6,0,2,0
45,7,0,3,11
45,8,0,3,10
45,9,0,3,9
45,10,0,3,8
45,11,0,3,7
45,12,0,3,6
45,13,0,3,5
45,14,0,3,4
45,15,0,3,3
45,16,0,3,2
45,17,0,3,1
45,18,0,3,0
45,1,11,4,10
45,1,10,4,9
45,1,9,4,8
45,1,8,4,7
45,1,7,4,6
45,1,6,4,5
45,1,5,4,4
45,1,4,4,3
45,1,3,4,2
45,1,2,4,1
45,1,1,4,0
45,1,0,5,10
45,2,2,5,9
45,2,1,5,8
45,19,0,5,7
45,20,0,5,6
45,21,0,5,5
45,22,0,5,4
45,23,0,5,3
45,24,0,5,2
45,25,0,5,1
45,26,0,5,0
45,27,0,6,10
45,28,0,6,9
45,29,0,6,8
45,30,0,6,7
45,33,0,6,6
45,34,0,6,5
45,35,0,6,4
45,36,0,6,3
45,37,0,6,2
45,40,0,6,1
45,41,0,6,0
45,42,0,7,6
45,43,0,7,5
45,44,0,7,4
45,2,0,7,3
45,0,1,7,2
45,0,0,7,1
45,47,0,7,0
46,0,7,0,11
46,0,6,0,10
46,0,5,0,9
46,0,4,0,8
46,0,3,0,7
46,0,2,0,6
46,2,5,0,5
46,2,4,0,4
46,2,3,0,3
46,3,2,0,2
46,4,2,0,1
46,5,2,0,0
46,8,2,1,11
46,14,2,1,10
46,3,1,1,9
46,4,1,1,8
46,5,1,1,7
46,6,1,1,6
46,7,1,1,5
46,8,1,1,4
46,9,1,1,3
46,10,1,1,2
46,14,1,1,1
46,15,1,1,0
46,16,1,2,11
46,20,1,2,10
46,21,1,2,9
46,27,1,2,8
46,28,1,2,7
46,34,1,2,6
46,41,1,2,5
46,3,0,2,4
46,4,0,2,3
46,5,0,2,2
46,6,0,2,1
46,7,0,2,0
46,8,0,3,11
46,9,0,3,10
46,10,0,3,9
46,11,0,3,8
46,12,0,3,7
46,13,0,3,6
46,14,0,3,5
46,15,0,3,4
46,16,0,3,3
46,17,0,3,2
46,18,0,3,1
46,19,0,3,0
46,1,11,4,10
46,1,10,4,9
46,1,9,4,8
46,1,8,4,7
46,1,7,4,6
46,1,6,4,5
46,1,5,4,4
46,1,4,4,3
46,1,3,4,2
46,1,2,4,1
46,1,1,4,0
46,1,0,5,10
46,2,2,5,9
46,2,1,5,8
46,20,0,5,7
46,21,0,5,6
46,22,0,5,5
46,23,0,5,4
46,24,0,5,3
46,25,0,5,2
46,26,0,5,1
46,27,0,5,0
46,28,0,6,10
46,29,0,6,9
46,30,0,6,8
46,31,0,6,7
46,34,0,6,6
46,35,0,6,5
46,36,0,6,4
46,37,0,6,3
46,38,0,6,2
46,41,0,6,1
46,42,0,6,0
46,43,0,7,6
46,44,0,7,5
46,45,0,7,4
46,2,0,7,3
46,0,1,7,2
46,0,0,7,1
46,48,0,7,0
47,0,7,0,11
47,0,6,0,10
47,0,5,0,9
47,0,4,0,8
47,0,3,0,7
47,0,2,0,6
47,2,5,0,5
47,2,4,0,4
47,2,3,0,3
47,3,2,0,2
47,4,2,0,1
47,5,2,0,0
47,8,2,1,11
47,14,2,1,10
47,3,1,1,9
47,4,1,1,8
47,5,1,1,7
47,6,1,1,6
47,7,1,1,5
47,8,1,1,4
47,9,1,1,3
47,10,1,1,2
47,14,1,1,1
47,15,1,1,0
47,16,1,2,11
47,21,1,2,10
47,22,1,2,9
47,28,1,2,8
47,29,1,2,7
47,35,1,2,6
47,42,1,2,5
47,3,0,2,4
47,4,0,2,3
47,5,0,2,2
47,6,0,2,1
47,7,0,2,0
47,8,0,3,11
47,9,0,3,10
47,10,0,3,9
47,11,0,3,8
47,12,0,3,7
47,13,0,3,6
47,14,0,3,5
47,15,0,3,4
47,16,0,3,3
47,17,0,3,2
47,18,0,3,1
47,19,0,3,0
47,1,11,4,10
47,1,10,4,9
47,1,9,4,8
47,1,8,4,7
47,1,7,4,6
47,1,6,4,5
47,1,5,4,4
47,1,4,4,3
47,1,3,4,2
47,1,2,4,1
47,1,1,4,0
47,1,0,5,10
47,2,2,5,9
47,2,1,5,8
47,20,0,5,7
47,21,0,5,6
47,22,0,5,5
47,23,0,5,4
47,24,0,5,3
47,25,0,5,2
47,26,0,5,1
47,27,0,5,0
47,28,0,6,10
47,29,0,6,9
47,30,0,6,8
47,31,0,6,7
47,32,0,6,6
47,35,0,6,5
47,36,0,6,4
47,37,0,6,3
47,38,0,6,2
47,39,0,6,1
47,42,0,6,0
47,43,0,7,6
47,44,0,7,5
47,45,0,7,4
47,2,0,7,3
47,0,1,7,2
47,0,0,7,1
47,49,0,7,0
48,0,7,0,11
48,0,6,0,10
48,0,5,0,9
48,0,4,0,8
48,0,3,0,7
48,0,2,0,6
48,2,5,0,5
48,2,4,0,4
48,2,3,0,3
48,3,2,0,2
48,4,2,0,1
48,5,2,0,0
48,8,2,1,11
48,15,2,1,10
48,3,1,1,9
48,4,1,1,8
48,5,1,1,7
48,6,1,1,6
48,7,1,1,5
48,8,1,1,4
48,9,1,1,3
48,10,1,1,2
48,15,1,1,1
48,16,1,1,0
48,17,1,2,11
48,22,1,2,10
48,23,1,2,9
48,29,1,2,8
48,30,1,2,7
48,36,1,2,6
48,43,1,2,5
48,3,0,2,4
48,4,0,2,3
48,5,0,2,2
48,6,0,2,1
48,7,0,2,0
48,8,0,3,11
48,9,0,3,10
48,10,0,3,9
48,11,0,3,8
48,12,0,3,7
48,13,0,3,6
48,14,0,3,5
48,15,0,3,4
48,16,0,3,3
48,17,0,3,2
48,18,0,3,1
48,19,0,3,0
48,1,11,4,10
48,1,10,4,9
48,1,9,4,8
48,1,8,4,7
48,1,7,4,6
48,1,6,4,5
48,1,5,4,4
48,1,4,4,3
48,1,3,4,2
48,1,2,4,1
48,1,1,4,0
48,1,0,5,10
48,2,2,5,9
48,2,1,5,8
48,20,0,5,7
48,21,0,5,6
48,22,0,5,5
48,23,0,5,4
48,24,0,5,3
48,25,0,5,2
48,26,0,5,1
48,27,0,5,0
48,28,0,6,10
48,29,0,6,9
48,30,0,6,8
48,31,0,6,7
48,32,0,6,6
48,33,0,6,5
48,36,0,6,4
48,37,0,6,3
48,38,0,6,2
48,39,0,6,1
48,43,0,6,0
48,44,0,7,6
48,45,0,7,5
48,46,0,7,4
48,2,0,7,3
48,0,1,7,2
48,0,0,7,1
48,50,0,7,0
49,0,7,0,11
49,0,6,0,10
49,0,5,0,9
49,0,4,0,8
49,0,3,0,7
49,0,2,0,6
49,2,5,0,5
49,2,4,0,4
49,2,3,0,3
49,3,2,0,2
49,4,2,0,1
49,5,2,0,0
49,8,2,1,11
49,15,2,1,10
49,3,1,1,9
49,4,1,1,8
49,5,1,1,7
49,6,1,1,6
49,7,1,1,5
49,8,1,1,4
49,9,1,1,3
49,10,1,1,2
49,15,1,1,1
49,16,1,1,0
49,17,1,2,11
49,22,1,2,10
49,23,1,2,9
49,29,1,2,8
49,30,1,2,7
49,36,1,2,6
49,43,1,2,5
49,3,0,2,4
49,4,0,2,3
49,5,0,2,2
49,6,0,2,1
49,7,0,2,0
49,8,0,3,11
49,9,0,3,10
49,10,0,3,9
49,11,0,3,8
49,12,0,3,7
49,13,0,3,6
49,14,0,3,5
49,15,0,3,4
49,16,0,3,3
49,17,0,3,2
49,18,0,3,1
49,19,0,3,0
49,1,11,4,10
49,1,10,4,9
49,1,9,4,8
49,1,8,4,7
49,1,7,4,6
49,1,6,4,5
49,1,5,4,4
49,1,4,4,3
49,1,3,4,2
49,1,2,4,1
49,1,1,4,0
49,1,0,5,10
49,2,2,5,9
49,2,1,5,8
49,20,0,5,7
49,21,0,5,6
49,22,0,5,5
49,23,0,5,4
49,24,0,5,3
49,25,0,5,2
49,26,0,5,1
49,27,0,5,0
49,29,0,6,10
49,30,0,6,9
49,31,0,6,8
49,32,0,6,7
49,33,0,6,6
49,36,0,6,5
49,37,0,6,4
49,38,0,6,3
49,39,0,6,2
49,43,0,6,1
49,44,0,6,0
49,45,0,7,6
49,46,0,7,5
49,47,0,7,4
49,2,0,7,3
49,0,1,7,2
49,0,0,7,1
49,51,0,7,0
50,0,7,0,11
50,0,6,0,10
50,0,5,0,9
50,0,4,0,8
50,0,3,0,7
50,0,2,0,6
50,2,5,0,5
50,2,4,0,4
50,2,3,0,3
50,3,2,0,2
50,4,2,0,1
50,5,2,0,0
50,8,2,1,11
50,15,2,1,10
50,3,1,1,9
50,4,1,1,8
50,5,1,1,7
50,6,1,1,6
50,7,1,1,5
50,8,1,1,4
50,9,1,1,3
50,10,1,1,2
50,15,1,1,1
50,16,1,1,0
50,17,1,2,11
50,22,1,2,10
50,23,1,2,9
50,29,1,2,8
50,30,1,2,7
50,36,1,2,6
50,44,1,2,5
50,3,0,2,4
50,4,0,2,3
50,5,0,2,2
50,6,0,2,1
50,7,0,2,0
50,8,0,3,11
50,9,0,3,10
50,10,0,3,9
50,11,0,3,8
50,12,0,3,7
50,13,0,3,6
50,14,0,3,5
50,15,0,3,4
50,16,0,3,3
50,17,0,3,2
50,18,0,3,1
50,19,0,3,0
50,1,11,4,10
50,1,10,4,9
50,1,9,4,8
50,1,8,4,7
50,1,7,4,6
50,1,6,4,5
50,1,5,4,4
50,1,4,4,3
50,1,3,4,2
50,1,2,4,1
50,1,1,4,0
50,1,0,5,10
50,2,2,5,9
50,2,1,5,8
50,20,0,5,7
50,21,0,5,6
50,22,0,5,5
50,23,0,5,4
50,24,0,5,3
50,25,0,5,2
50,26,0,5,1
50,27,0,5,0
50,29,0,6,10
50,30,0,6,9
50,31,0,6,8
50,32,0,6,7
50,33,0,6,6
50,36,0,6,5
50,37,0,6,4
50,38,0,6,3
50,39,0,6,2
50,40,0,6,1
50,44,0,6,0
50,45,0,7,6
50,46,0,7,5
50,47,0,7,4
50,2,0,7,3
50,0,1,7,2
50,0,0,7,1
50,52,0,7,0
51,0,7,0,11
51,0,6,0,10
51,0,5,0,9
51,0,4,0,8
51,0,3,0,7
51,0,2,0,6
51,2,5,0,5
51,2,4,0,4
51,2,3,0,3
51,3,2,0,2
51,4,2,0,1
51,5,2,0,0
51,8,2,1,11
51,15,2,1,10
51,3,1,1,9
51,4,1,1,8
51,5,1,1,7
51,6,1,1,6
51,7,1,1,5
51,8,1,1,4
51,9,1,1,3
51,10,1,1,2
51,15,1,1,1
51,16,1,1,0
51,22,1,2,11
51,23,1,2,10
51,29,1,2,9
51,30,1,2,8
51,37,1,2,7
51,45,1,2,6
51,3,0,2,5
51,4,0,2,4
51,5,0,2,3
51,6,0,2,2
51,7,0,2,1
51,8,0,2,0
51,9,0,3,11
51,10,0,3,10
51,11,0,3,9
51,12,0,3,8
51,13,0,3,7
51,14,0,3,6
51,15,0,3,5
51,16,0,3,4
51,17,0,3,3
51,18,0,3,2
51,19,0,3,1
51,20,0,3,0
51,1,11,4,10
51,1,10,4,9
51,1,9,4,8
51,1,8,4,7
51,1,7,4,6
51,1,6,4,5
51,1,5,4,4
51,1,4,4,3
51,1,3,4,2
51,1,2,4,1
51,1,1,4,0
51,1,0,5,10
51,2,2,5,9
51,2,1,5,8
51,21,0,5,7
51,22,0,5,6
51,23,0,5,5
51,24,0,5,4
51,25,0,5,3
51,26,0,5,2
51,27,0,5,1
51,29,0,5,0
51,30,0,6,10
51,31,0,6,9
51,32,0,6,8
51,33,0,6,7
51,37,0,6,6
51,38,0,6,5
51,39,0,6,4
51,40,0,6,3
51,41,0,6,2
51,45,0,6,1
51,46,0,6,0
51,47,0,7,6
51,48,0,7,5
51,49,0,7,4
51,2,0,7,3
51,0,1,7,2
51,0,0,7,1
51,53,0,7,0
52,0,7,0,11
52,0,6,0,10
52,0,5,0,9
52,0,4,0,8
52,0,3,0,7
52,0,2,0,6
52,2,5,0,5
52,2,4,0,4
52,2,3,0,3
52,3,2,0,2
52,4,2,0,1
52,8,2,0,0
52,15,2,1,11
52,3,1,1,10
52,4,1,1,9
52,5,1,1,8
52,6,1,1,7
52,7,1,1,6
