# TIA-102.BAAA-B annex_a4_ldu2_transmit_bit_order.csv -- LDU2 Transmit Bit Order
# Source: TIA-102.BAAA-B PDF, Annex A, page(s) 71-83
# Extracted from pdftotext -layout output with verification:
#   Symbol coverage: 864..1727 (864 rows, complete with no gaps)
# Convention: symbol=dibit index in transmitted order; bit1=MSB of dibit, bit0=LSB
# Field names: FS=Frame Sync, NID=Network ID, NAC, DUID, BCH_parity,
#   SS=Status Symbol, IMBE codewords c_0..c_7, Short_Hamm_parity,
#   Short_Golay_parity, Extend_Golay_parity, RS_parity, LC_format,
#   MFID, LC_information, MI, ALGID, KID, LSD_info, cyclic_parity
symbol,field,bit1,bit0
1474,IMBE 16,c_0(20),c_1(19)
1475,Status 41,SS(1),SS(0)
1476,Status 41,c_2(18),c_3(17)
1477,Status 41,c_4(8),c_6(14)
1478,Status 41,c_1(18),c_0(19)
1479,Status 41,c_3(16),c_2(17)
1480,Status 41,c_6(13),c_4(7)
1481,Status 41,c_0(18),c_1(17)
1482,Status 41,c_2(16),c_3(15)
1483,Status 41,c_4(6),c_6(12)
1484,Status 41,c_1(16),c_0(17)
1485,Status 41,c_3(14),c_2(15)
1486,Status 41,c_6(11),c_4(5)
1487,Status 41,c_0(16),c_1(15)
1488,Status 41,c_2(14),c_3(13)
1489,Status 41,c_4(4),c_6(10)
1490,Status 41,c_1(14),c_0(15)
1491,Status 41,c_3(12),c_2(13)
1492,Status 41,c_6(9),c_4(3)
1493,Status 41,c_0(14),c_1(13)
1494,Status 41,c_2(12),c_3(11)
1495,Status 41,c_4(2),c_6(8)
1496,Status 41,c_1(12),c_0(13)
1497,Status 41,c_3(10),c_2(11)
1498,Status 41,c_6(7),c_4(1)
1499,Status 41,c_0(12),c_1(11)
1500,Status 41,c_2(10),c_3(9)
1501,Status 41,c_4(0),c_6(6)
1502,Status 41,c_1(10),c_0(11)
1503,Status 41,c_3(8),c_2(9)
1504,Status 41,c_6(5),c_5(14)
1505,Status 41,c_0(10),c_1(9)
1506,Status 41,c_2(8),c_3(7)
1507,Status 41,c_5(13),c_6(4)
1508,Status 41,c_1(8),c_0(9)
1509,Status 41,c_3(6),c_2(7)
1510,Status 41,c_6(3),c_5(12)
1511,Status 42,SS(1),SS(0)
1512,Status 42,c_0(8),c_1(7)
1513,Status 42,c_2(6),c_3(5)
1514,Status 42,c_5(11),c_6(2)
1515,Status 42,c_1(6),c_0(7)
1516,Status 42,c_3(4),c_2(5)
1517,Status 42,c_6(1),c_5(10)
1518,Status 42,c_0(6),c_1(5)
1519,Status 42,c_2(4),c_3(3)
1520,Status 42,c_5(9),c_6(0)
1521,Status 42,c_1(4),c_0(5)
1522,Status 42,c_3(2),c_2(3)
1523,Status 42,c_7(6),c_5(8)
1524,Status 42,c_0(4),c_1(3)
1525,Status 42,c_2(2),c_3(1)
1526,Status 42,c_5(7),c_7(5)
1527,Status 42,c_1(2),c_0(3)
1528,Status 42,c_3(0),c_2(1)
1529,Status 42,c_7(4),c_5(6)
1530,Status 42,c_0(2),c_1(1)
1531,Status 42,c_2(0),c_4(14)
1532,Status 42,c_5(5),c_7(3)
1533,Status 42,c_1(0),c_0(1)
1534,Status 42,c_4(13),c_3(22)
1535,Status 42,c_7(2),c_5(4)
1536,Status 42,c_0(0),c_2(22)
1537,Status 42,c_3(21),c_4(12)
1538,Status 42,c_5(3),c_7(1)
1539,Status 42,c_2(21),c_1(22)
1540,Status 42,c_4(11),c_3(20)
1541,END of 16,c_7(0),c_5(2)
1542,END of 16,RS_parity_3(5),RS_parity_3(4)
1543,END of 16,RS_parity_3(3),RS_parity_3(2)
1544,END of 16,RS_parity_3(1),RS_parity_3(0)
1545,END of 16,Short_Hamm_parity(3),Short_Hamm_parity(2)
1546,END of 16,Short_Hamm_parity(1),Short_Hamm_parity(0)
1547,Status 43,SS(1),SS(0)
1548,Status 43,RS_parity_2(5),RS_parity_2(4)
1549,Status 43,RS_parity_2(3),RS_parity_2(2)
1550,Status 43,RS_parity_2(1),RS_parity_2(0)
1551,Status 43,Short_Hamm_parity(3),Short_Hamm_parity(2)
1552,Status 43,Short_Hamm_parity(1),Short_Hamm_parity(0)
1553,Status 43,RS_parity_1(5),RS_parity_1(4)
1554,Status 43,RS_parity_1(3),RS_parity_1(2)
1555,Status 43,RS_parity_1(1),RS_parity_1(0)
1556,Status 43,Short_Hamm_parity(3),Short_Hamm_parity(2)
1557,Status 43,Short_Hamm_parity(1),Short_Hamm_parity(0)
1558,Status 43,RS_parity_0(5),RS_parity_0(4)
1559,Status 43,RS_parity_0(3),RS_parity_0(2)
1560,Status 43,RS_parity_0(1),RS_parity_0(0)
1561,Status 43,Short_Hamm_parity(3),Short_Hamm_parity(2)
1562,Status 43,Short_Hamm_parity(1),Short_Hamm_parity(0)
1563,IMBE 17,c_0(22),c_1(21)
1564,IMBE 17,c_2(20),c_3(19)
1565,IMBE 17,c_4(10),c_5(1)
1566,IMBE 17,c_1(20),c_0(21)
1567,IMBE 17,c_3(18),c_2(19)
1568,IMBE 17,c_5(0),c_4(9)
1569,IMBE 17,c_0(20),c_1(19)
1570,IMBE 17,c_2(18),c_3(17)
1571,IMBE 17,c_4(8),c_6(14)
1572,IMBE 17,c_1(18),c_0(19)
1573,IMBE 17,c_3(16),c_2(17)
1574,IMBE 17,c_6(13),c_4(7)
1575,IMBE 17,c_0(18),c_1(17)
1576,IMBE 17,c_2(16),c_3(15)
1577,IMBE 17,c_4(6),c_6(12)
1578,IMBE 17,c_1(16),c_0(17)
1579,IMBE 17,c_3(14),c_2(15)
1580,IMBE 17,c_6(11),c_4(5)
1581,IMBE 17,c_0(16),c_1(15)
1582,IMBE 17,c_2(14),c_3(13)
1583,Status 44,SS(1),SS(0)
1584,Status 44,c_4(4),c_6(10)
1585,Status 44,c_1(14),c_0(15)
1586,Status 44,c_3(12),c_2(13)
1587,Status 44,c_6(9),c_4(3)
1588,Status 44,c_0(14),c_1(13)
1589,Status 44,c_2(12),c_3(11)
1590,Status 44,c_4(2),c_6(8)
1591,Status 44,c_1(12),c_0(13)
1592,Status 44,c_3(10),c_2(11)
1593,Status 44,c_6(7),c_4(1)
1594,Status 44,c_0(12),c_1(11)
1595,Status 44,c_2(10),c_3(9)
1596,Status 44,c_4(0),c_6(6)
1597,Status 44,c_1(10),c_0(11)
1598,Status 44,c_3(8),c_2(9)
1599,Status 44,c_6(5),c_5(14)
1600,Status 44,c_0(10),c_1(9)
1601,Status 44,c_2(8),c_3(7)
1602,Status 44,c_5(13),c_6(4)
1603,Status 44,c_1(8),c_0(9)
1604,Status 44,c_3(6),c_2(7)
1605,Status 44,c_6(3),c_5(12)
1606,Status 44,c_0(8),c_1(7)
1607,Status 44,c_2(6),c_3(5)
1608,Status 44,c_5(11),c_6(2)
1609,Status 44,c_1(6),c_0(7)
1610,Status 44,c_3(4),c_2(5)
1611,Status 44,c_6(1),c_5(10)
1612,Status 44,c_0(6),c_1(5)
1613,Status 44,c_2(4),c_3(3)
1614,Status 44,c_5(9),c_6(0)
1615,Status 44,c_1(4),c_0(5)
1616,Status 44,c_3(2),c_2(3)
1617,Status 44,c_7(6),c_5(8)
1618,Status 44,c_0(4),c_1(3)
1619,Status 45,SS(1),SS(0)
1620,Status 45,c_2(2),c_3(1)
1621,Status 45,c_5(7),c_7(5)
1622,Status 45,c_1(2),c_0(3)
1623,Status 45,c_3(0),c_2(1)
1624,Status 45,c_7(4),c_5(6)
1625,Status 45,c_0(2),c_1(1)
1626,Status 45,c_2(0),c_4(14)
1627,Status 45,c_5(5),c_7(3)
1628,Status 45,c_1(0),c_0(1)
1629,Status 45,c_4(13),c_3(22)
1630,Status 45,c_7(2),c_5(4)
1631,Status 45,c_0(0),c_2(22)
1632,Status 45,c_3(21),c_4(12)
1633,Status 45,c_5(3),c_7(1)
1634,Status 45,c_2(21),c_1(22)
1635,Status 45,c_4(11),c_3(20)
1636,END of 17,c_7(0),c_5(2)
1637,END of 17,LSD_info_3(7),LSD_info_3(6)
1638,END of 17,LSD_info_3(5),LSD_info_3(4)
1639,END of 17,LSD_info_3(3),LSD_info_3(2)
1640,END of 17,LSD_info_3(1),LSD_info_3(0)
1641,END of 17,cyclic_parity(7),cyclic_parity(6)
1642,END of 17,cyclic_parity(5),cyclic_parity(4)
1643,END of 17,cyclic_parity(3),cyclic_parity(2)
1644,END of 17,cyclic_parity(1),cyclic_parity(0)
1645,END of 17,LSD_info_4(7),LSD_info_4(6)
1646,END of 17,LSD_info_4(5),LSD_info_4(4)
1647,END of 17,LSD_info_4(3),LSD_info_4(2)
1648,END of 17,LSD_info_4(1),LSD_info_4(0)
1649,END of 17,cyclic_parity(7),cyclic_parity(6)
1650,END of 17,cyclic_parity(5),cyclic_parity(4)
1651,END of 17,cyclic_parity(3),cyclic_parity(2)
1652,END of 17,cyclic_parity(1),cyclic_parity(0)
1653,IMBE 18,c_0(22),c_1(21)
1654,IMBE 18,c_2(20),c_3(19)
1655,Status 46,SS(1),SS(0)
1656,Status 46,c_4(10),c_5(1)
1657,Status 46,c_1(20),c_0(21)
1658,Status 46,c_3(18),c_2(19)
1659,Status 46,c_5(0),c_4(9)
1660,Status 46,c_0(20),c_1(19)
1661,Status 46,c_2(18),c_3(17)
1662,Status 46,c_4(8),c_6(14)
1663,Status 46,c_1(18),c_0(19)
1664,Status 46,c_3(16),c_2(17)
1665,Status 46,c_6(13),c_4(7)
1666,Status 46,c_0(18),c_1(17)
1667,Status 46,c_2(16),c_3(15)
1668,Status 46,c_4(6),c_6(12)
1669,Status 46,c_1(16),c_0(17)
1670,Status 46,c_3(14),c_2(15)
1671,Status 46,c_6(11),c_4(5)
1672,Status 46,c_0(16),c_1(15)
1673,Status 46,c_2(14),c_3(13)
1674,Status 46,c_4(4),c_6(10)
1675,Status 46,c_1(14),c_0(15)
1676,Status 46,c_3(12),c_2(13)
1677,Status 46,c_6(9),c_4(3)
1678,Status 46,c_0(14),c_1(13)
1679,Status 46,c_2(12),c_3(11)
1680,Status 46,c_4(2),c_6(8)
1681,Status 46,c_1(12),c_0(13)
1682,Status 46,c_3(10),c_2(11)
1683,Status 46,c_6(7),c_4(1)
1684,Status 46,c_0(12),c_1(11)
1685,Status 46,c_2(10),c_3(9)
1686,Status 46,c_4(0),c_6(6)
1687,Status 46,c_1(10),c_0(11)
1688,Status 46,c_3(8),c_2(9)
1689,Status 46,c_6(5),c_5(14)
1690,Status 46,c_0(10),c_1(9)
1691,Status 47,SS(1),SS(0)
1692,Status 47,c_2(8),c_3(7)
1693,Status 47,c_5(13),c_6(4)
1694,Status 47,c_1(8),c_0(9)
1695,Status 47,c_3(6),c_2(7)
1696,Status 47,c_6(3),c_5(12)
1697,Status 47,c_0(8),c_1(7)
1698,Status 47,c_2(6),c_3(5)
1699,Status 47,c_5(11),c_6(2)
1700,Status 47,c_1(6),c_0(7)
1701,Status 47,c_3(4),c_2(5)
1702,Status 47,c_6(1),c_5(10)
1703,Status 47,c_0(6),c_1(5)
1704,Status 47,c_2(4),c_3(3)
1705,Status 47,c_5(9),c_6(0)
1706,Status 47,c_1(4),c_0(5)
1707,Status 47,c_3(2),c_2(3)
1708,Status 47,c_7(6),c_5(8)
1709,Status 47,c_0(4),c_1(3)
1710,Status 47,c_2(2),c_3(1)
1711,Status 47,c_5(7),c_7(5)
1712,Status 47,c_1(2),c_0(3)
1713,Status 47,c_3(0),c_2(1)
1714,Status 47,c_7(4),c_5(6)
1715,Status 47,c_0(2),c_1(1)
1716,Status 47,c_2(0),c_4(14)
1717,Status 47,c_5(5),c_7(3)
1718,Status 47,c_1(0),c_0(1)
1719,Status 47,c_4(13),c_3(22)
1720,Status 47,c_7(2),c_5(4)
1721,Status 47,c_0(0),c_2(22)
1722,Status 47,c_3(21),c_4(12)
1723,Status 47,c_5(3),c_7(1)
1724,Status 47,c_2(21),c_1(22)
1725,Status 47,c_4(11),c_3(20)
1726,END of 18,c_7(0),c_5(2)
1727,Status 48,SS(1),SS(0)
